,instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no,total_seq_no,cpu_avg,cpu_max,mem_avg,mem_max
1330,ins_579240943,M3_2_6,j_1274904,1,Terminated,386335,386540,m_1567,1,1,99.0,149.0,0.13,0.16
1331,ins_1343789039,M3_2_6,j_1274904,1,Terminated,386335,386506,m_1863,1,1,82.0,159.0,0.12,0.16
1337,ins_91290523,M3_2_6,j_1274904,1,Terminated,386335,386586,m_3276,1,1,88.0,156.0,0.14,0.16
1339,ins_805848874,M3_2_6,j_1274904,1,Terminated,386335,386550,m_2104,1,1,97.0,168.0,0.13,0.16
1340,ins_1115807387,M3_2_6,j_1274904,1,Terminated,386335,386584,m_798,1,1,87.0,133.0,0.13,0.16
1347,ins_918045832,M3_2_6,j_1274904,1,Terminated,386335,386503,m_3626,1,1,90.0,163.0,0.12,0.15
1348,ins_711222058,M3_2_6,j_1274904,1,Terminated,386336,386686,m_757,1,1,64.0,119.0,0.13,0.16
1349,ins_335223873,M3_2_6,j_1274904,1,Terminated,386334,386546,m_286,1,1,98.0,216.0,0.14,0.16
1351,ins_1330221149,M3_2_6,j_1274904,1,Terminated,386335,386583,m_867,1,1,87.0,162.0,0.13,0.16
1352,ins_1330220544,M3_2_6,j_1274904,1,Terminated,386336,386688,m_3625,1,1,65.0,125.0,0.13,0.16
1356,ins_1280563749,M3_2_6,j_1274904,1,Terminated,386335,386562,m_835,1,1,91.0,163.0,0.13,0.16
1369,ins_615274931,M3_2_6,j_1274904,1,Terminated,386335,386583,m_396,1,1,85.0,165.0,0.13,0.16
1370,ins_91171973,M3_2_6,j_1274904,1,Terminated,386335,386594,m_1730,1,1,82.0,130.0,0.13,0.16
1373,ins_1036544386,M3_2_6,j_1274904,1,Terminated,386335,386622,m_98,1,1,77.0,138.0,0.13,0.16
1380,ins_1343785174,M3_2_6,j_1274904,1,Terminated,386335,386531,m_3090,1,1,79.0,123.0,0.12,0.15
1386,ins_792542824,M3_2_6,j_1274904,1,Terminated,386335,386576,m_3615,1,1,89.0,152.0,0.13,0.16
1394,ins_1343777791,M3_2_6,j_1274904,1,Terminated,386335,386483,m_2045,1,1,90.0,146.0,0.12,0.15
1397,ins_1280563396,M3_2_6,j_1274904,1,Terminated,386335,386629,m_778,1,1,76.0,178.0,0.14,0.16
1405,ins_990899490,M3_2_6,j_1274904,1,Terminated,386335,386588,m_2897,1,1,84.0,144.0,0.14,0.16
1416,ins_990910286,M3_2_6,j_1274904,1,Terminated,386335,386562,m_3798,1,1,93.0,135.0,0.13,0.16
1421,ins_1036552320,M3_2_6,j_1274904,1,Terminated,386335,386645,m_876,1,1,72.0,115.0,0.13,0.16
1435,ins_55158271,M3_2_6,j_1274904,1,Terminated,386334,386498,m_635,1,1,92.0,162.0,0.13,0.16
1440,ins_1036552483,M3_2_6,j_1274904,1,Terminated,386335,386573,m_3475,1,1,90.0,132.0,0.13,0.16
1444,ins_1115805915,M3_2_6,j_1274904,1,Terminated,386335,386619,m_393,1,1,78.0,134.0,0.13,0.16
1445,ins_77669068,M3_2_6,j_1274904,1,Terminated,386335,386574,m_3010,1,1,91.0,147.0,0.13,0.16
1455,ins_77669490,M3_2_6,j_1274904,1,Terminated,386334,386570,m_1009,1,1,91.0,161.0,0.13,0.16
1463,ins_416583766,M3_2_6,j_1274904,1,Terminated,386335,386595,m_1612,1,1,84.0,169.0,0.14,0.16
1467,ins_990906149,M3_2_6,j_1274904,1,Terminated,386335,386583,m_1302,1,1,87.0,152.0,0.13,0.16
1478,ins_1117898690,M3_2_6,j_1274904,1,Terminated,386335,386575,m_2821,1,1,90.0,160.0,0.13,0.16
1479,ins_1117898541,M3_2_6,j_1274904,1,Terminated,386335,386578,m_79,1,1,89.0,148.0,0.13,0.16
1484,ins_647114738,M3_2_6,j_1274904,1,Terminated,386335,386581,m_3459,1,1,87.0,121.0,0.13,0.16
1487,ins_999364976,M3_2_6,j_1274904,1,Terminated,386334,386509,m_1459,1,1,89.0,155.0,0.13,0.16
1489,ins_159020398,M3_2_6,j_1274904,1,Terminated,386335,386602,m_3244,1,1,80.0,125.0,0.13,0.16
1490,ins_1199252756,M3_2_6,j_1274904,1,Terminated,386335,386565,m_236,1,1,91.0,188.0,0.14,0.16
1492,ins_497919949,M3_2_6,j_1274904,1,Terminated,386335,386625,m_3308,1,1,75.0,136.0,0.13,0.16
1501,ins_873891651,M3_2_6,j_1274904,1,Terminated,386336,386628,m_863,1,1,75.0,112.0,0.13,0.16
1505,ins_579239801,M3_2_6,j_1274904,1,Terminated,386335,386543,m_1938,1,1,98.0,149.0,0.13,0.16
1513,ins_55158117,M3_2_6,j_1274904,1,Terminated,386335,386550,m_2802,1,1,72.0,135.0,0.12,0.16
1520,ins_873891375,M3_2_6,j_1274904,1,Terminated,386335,386597,m_32,1,1,82.0,133.0,0.13,0.16
1521,ins_724515571,M3_2_6,j_1274904,1,Terminated,386337,386642,m_2863,1,1,73.0,150.0,0.13,0.16
1540,ins_1280562924,M3_2_6,j_1274904,1,Terminated,386335,386612,m_1745,1,1,80.0,144.0,0.14,0.16
1549,ins_55157771,M3_2_6,j_1274904,1,Terminated,386335,386499,m_2953,1,1,91.0,169.0,0.13,0.16
1553,ins_955207227,M3_2_6,j_1274904,1,Terminated,386336,386715,m_420,1,1,60.0,121.0,0.13,0.16
1560,ins_77669310,M3_2_6,j_1274904,1,Terminated,386335,386576,m_2825,1,1,90.0,178.0,0.14,0.16
1562,ins_159020326,M3_2_6,j_1274904,1,Terminated,386336,386676,m_150,1,1,65.0,122.0,0.13,0.16
1563,ins_1117899124,M3_2_6,j_1274904,1,Terminated,386335,386558,m_2226,1,1,95.0,147.0,0.14,0.16
1567,ins_999366136,M3_2_6,j_1274904,1,Terminated,386335,386502,m_87,1,1,97.0,161.0,0.13,0.16
1575,ins_91172600,M3_2_6,j_1274904,1,Terminated,386335,386563,m_1588,1,1,89.0,154.0,0.13,0.16
1578,ins_579239875,M3_2_6,j_1274904,1,Terminated,386335,386561,m_2147,1,1,93.0,167.0,0.13,0.16
1587,ins_526391424,M3_2_6,j_1274904,1,Terminated,386335,386518,m_3805,1,1,84.0,129.0,0.12,0.15
1589,ins_240374647,M3_2_6,j_1274904,1,Terminated,386335,386579,m_2125,1,1,88.0,142.0,0.13,0.16
1590,ins_724515814,M3_2_6,j_1274904,1,Terminated,386335,386651,m_698,1,1,71.0,118.0,0.13,0.16
1591,ins_990900343,M3_2_6,j_1274904,1,Terminated,386335,386550,m_308,1,1,98.0,152.0,0.13,0.16
1595,ins_1280563668,M3_2_6,j_1274904,1,Terminated,386336,386631,m_3164,1,1,75.0,134.0,0.13,0.16
1603,ins_647114112,M3_2_6,j_1274904,1,Terminated,386335,386565,m_2445,1,1,93.0,139.0,0.13,0.16
1608,ins_172538263,M3_2_6,j_1274904,1,Terminated,386335,386562,m_502,1,1,88.0,171.0,0.14,0.16
1612,ins_1115804201,M3_2_6,j_1274904,1,Terminated,386335,386630,m_580,1,1,74.0,169.0,0.13,0.16
1620,ins_335223777,M3_2_6,j_1274904,1,Terminated,386335,386593,m_2547,1,1,85.0,136.0,0.14,0.16
1621,ins_1036552571,M3_2_6,j_1274904,1,Terminated,386335,386588,m_1950,1,1,85.0,148.0,0.13,0.16
1629,ins_1280563490,M3_2_6,j_1274904,1,Terminated,386335,386559,m_2153,1,1,94.0,147.0,0.13,0.16
1638,ins_1115805099,M3_2_6,j_1274904,1,Terminated,386335,386591,m_472,1,1,84.0,139.0,0.13,0.16
1655,ins_836421209,M3_2_6,j_1274904,1,Terminated,386335,386365,m_496,1,1,90.0,164.0,0.06,0.08
1662,ins_1330220980,M3_2_6,j_1274904,1,Terminated,386335,386594,m_887,1,1,84.0,134.0,0.13,0.16
1670,ins_579240311,M3_2_6,j_1274904,1,Terminated,386335,386588,m_1330,1,1,84.0,139.0,0.13,0.16
1673,ins_792543121,M3_2_6,j_1274904,1,Terminated,386335,386574,m_2151,1,1,89.0,135.0,0.13,0.16
1676,ins_335223681,M3_2_6,j_1274904,1,Terminated,386334,386540,m_637,1,1,100.0,154.0,0.13,0.16
1685,ins_1343780317,M3_2_6,j_1274904,1,Terminated,386335,386482,m_3564,1,1,88.0,143.0,0.12,0.15
1694,ins_755094273,M3_2_6,j_1274904,1,Terminated,386335,386467,m_3671,1,1,94.0,148.0,0.12,0.16
1701,ins_240374723,M3_2_6,j_1274904,1,Terminated,386335,386585,m_3733,1,1,83.0,142.0,0.13,0.16
1710,ins_805848959,M3_2_6,j_1274904,1,Terminated,386335,386597,m_3849,1,1,83.0,132.0,0.13,0.16
1711,ins_77669575,M3_2_6,j_1274904,1,Terminated,386335,386616,m_3705,1,1,77.0,135.0,0.13,0.16
1714,ins_615275020,M3_2_6,j_1274904,1,Terminated,386335,386574,m_3516,1,1,90.0,144.0,0.13,0.16
1717,ins_9835262,M3_2_6,j_1274904,1,Terminated,386335,386544,m_562,1,1,97.0,141.0,0.13,0.16
1727,ins_615274841,M3_2_6,j_1274904,1,Terminated,386335,386544,m_2601,1,1,98.0,146.0,0.13,0.16
1733,ins_526431588,M3_2_6,j_1274904,1,Terminated,386335,386502,m_2582,1,1,89.0,133.0,0.12,0.16
1741,ins_253882741,M3_2_6,j_1274904,1,Terminated,386335,386590,m_3210,1,1,72.0,136.0,0.13,0.16
1756,ins_1343791617,M3_2_6,j_1274904,1,Terminated,386335,386493,m_1171,1,1,90.0,158.0,0.12,0.15
1762,ins_955207510,M3_2_6,j_1274904,1,Terminated,386335,386568,m_3838,1,1,88.0,137.0,0.13,0.16
1765,ins_159020177,M3_2_6,j_1274904,1,Terminated,386335,386582,m_130,1,1,87.0,143.0,0.13,0.16
1786,ins_918045375,M3_2_6,j_1274904,1,Terminated,386335,386505,m_1782,1,1,90.0,154.0,0.13,0.16
1787,ins_999365717,M3_2_6,j_1274904,1,Terminated,386335,386537,m_1420,1,1,88.0,135.0,0.13,0.16
1788,ins_172538862,M3_2_6,j_1274904,1,Terminated,386335,386535,m_911,1,1,101.0,158.0,0.13,0.16
1793,ins_873891728,M3_2_6,j_1274904,1,Terminated,386335,386578,m_1260,1,1,89.0,158.0,0.13,0.16
1798,ins_724515909,M3_2_6,j_1274904,1,Terminated,386335,386577,m_1405,1,1,88.0,169.0,0.13,0.16
1801,ins_253882815,M3_2_6,j_1274904,1,Terminated,386335,386548,m_3519,1,1,83.0,157.0,0.13,0.16
1805,ins_1199252995,M3_2_6,j_1274904,1,Terminated,386335,386615,m_664,1,1,78.0,157.0,0.14,0.16
1806,ins_9834768,M3_2_6,j_1274904,1,Terminated,386335,386615,m_2344,1,1,77.0,179.0,0.14,0.16
1817,ins_999365070,M3_2_6,j_1274904,1,Terminated,386335,386571,m_1972,1,1,70.0,132.0,0.13,0.15
1818,ins_647113751,M3_2_6,j_1274904,1,Terminated,386335,386599,m_1069,1,1,83.0,128.0,0.13,0.16
